,Start Date,End Date,Approving,Disapproving,Unsure/NoData,President,Approve_rolling,Disapprove_rolling,Unsure_rolling,Approve_change,Disapprove_change,Unsure_change
40,8/25/1955,8/30/1955,71,16,13,Dwight D. Eisenhower,74.5,14.5,11.0,4.697986577181208,-10.344827586206897,-18.181818181818183
41,9/15/1955,9/20/1955,71,16,13,Dwight D. Eisenhower,76.5,13.0,10.5,7.18954248366013,-23.076923076923077,-23.809523809523807
42,11/17/1955,11/22/1955,78,13,9,Dwight D. Eisenhower,75.5,12.5,12.0,-3.3112582781456954,-4.0,25.0
43,12/8/1955,12/13/1955,75,13,12,Dwight D. Eisenhower,76.5,13.0,10.5,1.9607843137254901,0.0,-14.285714285714285
44,1/6/1956,1/11/1956,76,12,12,Dwight D. Eisenhower,76.0,14.5,9.5,0.0,17.24137931034483,-26.31578947368421
45,1/26/1956,1/31/1956,77,14,9,Dwight D. Eisenhower,73.5,16.5,10.0,-4.761904761904762,15.151515151515152,10.0
46,2/16/1956,2/21/1956,75,15,10,Dwight D. Eisenhower,72.5,17.5,10.0,-3.4482758620689653,14.285714285714285,0.0
47,3/8/1956,3/13/1956,72,18,10,Dwight D. Eisenhower,71.0,18.0,11.0,-1.4084507042253522,0.0,9.090909090909092
48,3/29/1956,4/3/1956,73,17,10,Dwight D. Eisenhower,69.0,18.0,13.0,-5.797101449275362,5.555555555555555,23.076923076923077
49,4/19/1956,4/24/1956,69,19,12,Dwight D. Eisenhower,70.0,18.0,12.0,1.4285714285714286,-5.555555555555555,0.0
50,5/10/1956,5/15/1956,69,17,14,Dwight D. Eisenhower,72.0,18.5,9.5,4.166666666666666,8.108108108108109,-47.368421052631575
51,5/31/1956,6/5/1956,71,19,10,Dwight D. Eisenhower,71.5,19.0,9.5,0.6993006993006993,0.0,-5.263157894736842
52,6/15/1956,6/20/1956,73,18,9,Dwight D. Eisenhower,69.0,19.5,11.5,-5.797101449275362,7.6923076923076925,21.73913043478261
53,7/12/1956,7/17/1956,70,20,10,Dwight D. Eisenhower,71.5,17.0,11.5,2.097902097902098,-17.647058823529413,13.043478260869565
54,8/3/1956,8/8/1956,68,19,13,Dwight D. Eisenhower,77.0,13.0,10.0,11.688311688311687,-46.15384615384615,-30.0
55,11/22/1956,11/27/1956,75,15,10,Dwight D. Eisenhower,76.0,12.5,11.5,1.3157894736842104,-20.0,13.043478260869565
56,12/14/1956,12/19/1956,79,11,10,Dwight D. Eisenhower,72.5,15.0,12.5,-8.96551724137931,26.666666666666668,20.0
57,1/17/1957,1/22/1957,73,14,13,Dwight D. Eisenhower,72.0,16.5,11.5,-1.3888888888888888,15.151515151515152,-13.043478260869565
58,2/7/1957,2/12/1957,72,16,12,Dwight D. Eisenhower,68.5,18.5,13.0,-5.109489051094891,13.513513513513514,7.6923076923076925
59,2/28/1957,3/5/1957,72,17,11,Dwight D. Eisenhower,66.0,20.5,13.5,-9.090909090909092,17.073170731707318,18.51851851851852
60,3/15/1957,3/20/1957,65,20,15,Dwight D. Eisenhower,65.5,22.0,12.5,0.7633587786259541,9.090909090909092,-20.0
61,4/6/1957,4/11/1957,67,21,12,Dwight D. Eisenhower,63.0,23.0,14.0,-6.349206349206349,8.695652173913043,14.285714285714285
62,4/25/1957,4/30/1957,64,23,13,Dwight D. Eisenhower,63.0,22.5,14.5,-1.5873015873015872,-2.2222222222222223,10.344827586206897
63,5/17/1957,5/22/1957,62,23,15,Dwight D. Eisenhower,63.5,22.5,14.0,2.3622047244094486,-2.2222222222222223,-7.142857142857142
64,6/6/1957,6/11/1957,64,22,14,Dwight D. Eisenhower,64.0,22.5,13.5,0.0,2.2222222222222223,-3.7037037037037033
65,6/27/1957,7/2/1957,63,23,14,Dwight D. Eisenhower,64.0,21.0,15.0,1.5625,-9.523809523809524,6.666666666666667
66,7/18/1957,7/23/1957,65,22,13,Dwight D. Eisenhower,61.0,21.5,17.5,-6.557377049180328,-2.3255813953488373,25.71428571428571
67,8/8/1957,8/13/1957,63,20,17,Dwight D. Eisenhower,59.0,24.5,16.5,-6.779661016949152,18.367346938775512,-3.0303030303030303
68,8/29/1957,9/4/1957,59,23,18,Dwight D. Eisenhower,58.0,26.5,15.5,-1.7241379310344827,13.20754716981132,-16.129032258064516
69,9/19/1957,9/24/1957,59,26,15,Dwight D. Eisenhower,57.5,27.0,15.5,-2.608695652173913,3.7037037037037033,3.225806451612903
70,10/10/1957,10/15/1957,57,27,16,Dwight D. Eisenhower,59.0,28.5,12.5,3.389830508474576,5.263157894736842,-28.000000000000004
71,11/7/1957,11/12/1957,58,27,15,Dwight D. Eisenhower,59.0,28.5,12.5,1.694915254237288,5.263157894736842,-20.0
72,1/2/1958,1/7/1958,60,30,10,Dwight D. Eisenhower,56.0,30.0,14.0,-7.142857142857142,0.0,28.57142857142857
73,1/24/1958,1/29/1958,58,27,15,Dwight D. Eisenhower,52.5,33.0,14.5,-10.476190476190476,18.181818181818183,-3.4482758620689653
74,2/14/1958,2/19/1958,54,33,13,Dwight D. Eisenhower,49.5,34.5,16.0,-9.090909090909092,4.3478260869565215,18.75
75,3/6/1958,3/11/1958,51,33,16,Dwight D. Eisenhower,51.0,33.5,15.5,0.0,1.4925373134328357,-3.225806451612903
76,3/27/1958,4/1/1958,48,36,16,Dwight D. Eisenhower,53.5,31.5,15.0,10.2803738317757,-14.285714285714285,-6.666666666666667
77,4/16/1958,4/21/1958,54,31,15,Dwight D. Eisenhower,53.5,31.5,15.0,-0.9345794392523363,1.5873015873015872,0.0
78,5/7/1958,5/12/1958,53,32,15,Dwight D. Eisenhower,53.0,31.5,15.5,0.0,-1.5873015873015872,3.225806451612903
79,5/28/1958,6/2/1958,54,31,15,Dwight D. Eisenhower,55.0,29.5,15.5,1.8181818181818181,-5.084745762711865,3.225806451612903
80,7/10/1958,7/15/1958,52,32,16,Dwight D. Eisenhower,57.0,27.0,16.0,8.771929824561402,-18.51851851851852,0.0
81,7/30/1958,8/4/1958,58,27,15,Dwight D. Eisenhower,56.5,28.0,15.5,-2.6548672566371683,3.571428571428571,3.225806451612903
82,8/20/1958,8/25/1958,56,27,17,Dwight D. Eisenhower,55.5,28.5,16.0,-0.9009009009009009,5.263157894736842,-6.25
83,9/10/1958,9/15/1958,57,29,14,Dwight D. Eisenhower,55.5,27.5,17.0,-2.7027027027027026,-5.454545454545454,17.647058823529413
84,9/24/1958,9/29/1958,54,28,18,Dwight D. Eisenhower,54.5,28.5,17.0,0.9174311926605505,1.7543859649122806,-5.88235294117647
85,10/15/1958,10/20/1958,57,27,16,Dwight D. Eisenhower,54.5,31.0,14.5,-4.587155963302752,12.903225806451612,-10.344827586206897
86,11/7/1958,11/12/1958,52,30,18,Dwight D. Eisenhower,57.0,29.5,13.5,8.771929824561402,-1.694915254237288,-33.33333333333333
87,12/3/1958,12/8/1958,57,32,11,Dwight D. Eisenhower,58.0,26.5,15.5,1.7241379310344827,-20.754716981132077,29.03225806451613
88,1/7/1959,1/12/1959,57,27,16,Dwight D. Eisenhower,58.5,26.0,15.5,2.564102564102564,-3.8461538461538463,-3.225806451612903
89,2/4/1959,2/9/1959,59,26,15,Dwight D. Eisenhower,60.0,24.5,15.5,1.6666666666666667,-6.122448979591836,3.225806451612903
90,3/4/1959,3/9/1959,58,26,16,Dwight D. Eisenhower,61.0,23.5,15.5,4.918032786885246,-10.638297872340425,-3.225806451612903
91,4/2/1959,4/7/1959,62,23,15,Dwight D. Eisenhower,62.0,22.5,15.5,0.0,-2.2222222222222223,3.225806451612903
92,4/29/1959,5/4/1959,60,24,16,Dwight D. Eisenhower,63.0,22.0,15.0,4.761904761904762,-9.090909090909092,-6.666666666666667
93,5/29/1959,6/3/1959,64,21,15,Dwight D. Eisenhower,61.5,24.5,14.0,-4.0650406504065035,14.285714285714285,-7.142857142857142
94,6/25/1959,6/30/1959,62,23,15,Dwight D. Eisenhower,64.0,23.0,13.0,3.125,0.0,-15.384615384615385
95,7/23/1959,7/28/1959,61,26,13,Dwight D. Eisenhower,66.5,20.0,13.5,8.270676691729323,-30.0,3.7037037037037033
96,8/20/1959,8/25/1959,67,20,13,Dwight D. Eisenhower,66.5,19.5,14.0,-0.7518796992481203,-2.564102564102564,7.142857142857142
97,9/18/1959,9/23/1959,66,20,14,Dwight D. Eisenhower,66.0,20.0,14.0,0.0,0.0,0.0
98,10/16/1959,10/21/1959,67,19,14,Dwight D. Eisenhower,66.0,19.5,14.5,-1.5151515151515151,2.564102564102564,3.4482758620689653
99,11/12/1959,11/17/1959,65,21,14,Dwight D. Eisenhower,72.0,16.5,11.5,9.722222222222223,-27.27272727272727,-21.73913043478261
100,12/3/1959,12/8/1959,67,18,15,Dwight D. Eisenhower,71.5,17.0,11.5,6.293706293706294,-5.88235294117647,-30.434782608695656
101,12/10/1959,12/15/1959,77,15,8,Dwight D. Eisenhower,65.0,20.5,14.5,-18.461538461538463,26.82926829268293,44.827586206896555
102,1/6/1960,1/11/1960,66,19,15,Dwight D. Eisenhower,64.0,22.0,14.0,-3.125,13.636363636363635,-7.142857142857142
103,2/4/1960,2/9/1960,64,22,14,Dwight D. Eisenhower,64.5,22.0,13.5,0.7751937984496124,0.0,-3.7037037037037033
104,3/2/1960,3/7/1960,64,22,14,Dwight D. Eisenhower,63.5,22.0,14.5,-0.7874015748031495,0.0,3.4482758620689653
105,3/30/1960,4/4/1960,65,22,13,Dwight D. Eisenhower,63.5,22.0,14.5,-2.3622047244094486,0.0,10.344827586206897
106,4/28/1960,5/3/1960,62,22,16,Dwight D. Eisenhower,63.0,23.0,14.0,1.5873015873015872,4.3478260869565215,-14.285714285714285
107,5/26/1960,5/31/1960,65,22,13,Dwight D. Eisenhower,59.0,25.5,15.5,-10.16949152542373,13.725490196078432,16.129032258064516
108,6/16/1960,6/21/1960,61,24,15,Dwight D. Eisenhower,53.0,30.0,17.0,-15.09433962264151,20.0,11.76470588235294
109,6/30/1960,7/5/1960,57,27,16,Dwight D. Eisenhower,56.0,29.5,14.5,-1.7857142857142856,8.47457627118644,-10.344827586206897
110,7/16/1960,7/21/1960,49,33,18,Dwight D. Eisenhower,63.0,25.0,12.0,22.22222222222222,-32.0,-50.0
111,7/30/1960,8/4/1960,63,26,11,Dwight D. Eisenhower,62.0,26.0,12.0,-1.6129032258064515,0.0,8.333333333333332
112,8/11/1960,8/16/1960,63,24,13,Dwight D. Eisenhower,59.5,28.0,12.5,-5.88235294117647,14.285714285714285,-4.0
113,8/25/1960,8/30/1960,61,28,11,Dwight D. Eisenhower,61.5,27.0,11.5,0.8130081300813009,-3.7037037037037033,4.3478260869565215
114,9/9/1960,9/14/1960,58,28,14,Dwight D. Eisenhower,61.5,28.5,10.0,5.691056910569105,1.7543859649122806,-40.0
115,9/28/1960,10/2/1960,65,26,9,Dwight D. Eisenhower,58.5,28.5,13.0,-11.11111111111111,8.771929824561402,30.76923076923077
116,10/18/1960,10/23/1960,58,31,11,Dwight D. Eisenhower,59.0,27.0,14.0,1.694915254237288,-14.814814814814813,21.428571428571427
117,11/17/1960,11/22/1960,59,26,15,Dwight D. Eisenhower,,,,,,
118,12/8/1960,12/13/1960,59,28,13,Dwight D. Eisenhower,,,,,,
